2
9991
9991
2.000901e-03
10 01
T T
1.000450e-03 1.000450e-03 1.000000 0.633700 0.715582
1.000450e-03 1.000450e-03 1.000000 0.535503 0.074616
1.000450e-03 1.000450e-03 1.000000 0.153360 0.683658
1.000450e-03 1.000450e-03 1.000000 0.333781 0.841985
1.000450e-03 1.000450e-03 1.000000 0.947992 0.751684
1.000450e-03 1.000450e-03 1.000000 0.027190 0.744100
1.000450e-03 1.000450e-03 1.000000 0.336756 0.801352
1.000450e-03 1.000450e-03 1.000000 0.166903 0.636688
1.000450e-03 1.000450e-03 1.000000 0.143242 0.820112
1.000450e-03 1.000450e-03 1.000000 0.178481 0.179376
1.000450e-03 1.000450e-03 1.000000 0.151676 0.434622
1.000450e-03 1.000450e-03 1.000000 0.880000 0.499520
1.000450e-03 1.000450e-03 1.000000 0.568013 0.087559
1.000450e-03 1.000450e-03 1.000000 0.443955 0.704571
1.000450e-03 1.000450e-03 1.000000 0.981806 0.358108
1.000450e-03 1.000450e-03 1.000000 0.115318 0.260125
1.000450e-03 1.000450e-03 1.000000 0.995280 0.837499
1.000450e-03 1.000450e-03 1.000000 0.750068 0.764551
1.000450e-03 1.000450e-03 1.000000 0.975703 0.883579
1.000450e-03 1.000450e-03 1.000000 0.640914 0.904587
1.000450e-03 1.000450e-03 1.000000 0.810721 0.606039
1.000450e-03 1.000450e-03 1.000000 0.857352 0.156899
1.000450e-03 1.000450e-03 1.000000 0.323413 0.506473
1.000450e-03 1.000450e-03 1.000000 0.393268 0.280707
1.000450e-03 1.000450e-03 1.000000 0.888470 0.305932
1.000450e-03 1.000450e-03 1.000000 0.827063 0.183115
1.000450e-03 1.000450e-03 1.000000 0.851052 0.296071
1.000450e-03 1.000450e-03 1.000000 0.031165 0.370989
1.000450e-03 1.000450e-03 1.000000 0.385176 0.856519
1.000450e-03 1.000450e-03 1.000000 0.922539 0.256756
1.000450e-03 1.000450e-03 1.000000 0.578293 0.327275
1.000450e-03 1.000450e-03 1.000000 0.474590 0.743094
1.000450e-03 1.000450e-03 1.000000 0.670821 0.063891
1.000450e-03 1.000450e-03 1.000000 0.901822 0.720925
1.000450e-03 1.000450e-03 1.000000 0.443295 0.172351
1.000450e-03 1.000450e-03 1.000000 0.415940 0.000716
1.000450e-03 1.000450e-03 1.000000 0.546541 0.564303
1.000450e-03 1.000450e-03 1.000000 0.065067 0.386694
1.000450e-03 1.000450e-03 1.000000 0.504965 0.868573
1.000450e-03 1.000450e-03 1.000000 0.748513 0.745714
1.000450e-03 1.000450e-03 1.000000 0.847937 0.237100
1.000450e-03 1.000450e-03 1.000000 0.337530 0.964131
1.000450e-03 1.000450e-03 1.000000 0.143513 0.103534
1.000450e-03 1.000450e-03 1.000000 0.908646 0.115186
1.000450e-03 1.000450e-03 1.000000 0.744369 0.724665
1.000450e-03 1.000450e-03 1.000000 0.122221 0.984906
1.000450e-03 1.000450e-03 1.000000 0.208144 0.249744
1.000450e-03 1.000450e-03 1.000000 0.486240 0.292744
1.000450e-03 1.000450e-03 1.000000 0.716499 0.574192
1.000450e-03 1.000450e-03 1.000000 0.711025 0.100812
1.000450e-03 1.000450e-03 1.000000 0.313876 0.928287
1.000450e-03 1.000450e-03 1.000000 0.892930 0.598705
1.000450e-03 1.000450e-03 1.000000 0.496647 0.825702
1.000450e-03 1.000450e-03 1.000000 0.815781 0.141203
1.000450e-03 1.000450e-03 1.000000 0.604664 0.790571
1.000450e-03 1.000450e-03 1.000000 0.748586 0.009822
1.000450e-03 1.000450e-03 1.000000 0.193402 0.384793
1.000450e-03 1.000450e-03 1.000000 0.438757 0.892296
1.000450e-03 1.000450e-03 1.000000 0.930286 0.602365
1.000450e-03 1.000450e-03 1.000000 0.728976 0.894365
1.000450e-03 1.000450e-03 1.000000 0.361839 0.203689
1.000450e-03 1.000450e-03 1.000000 0.530281 0.927203
1.000450e-03 1.000450e-03 1.000000 0.209949 0.982018
1.000450e-03 1.000450e-03 1.000000 0.416364 0.268663
1.000450e-03 1.000450e-03 1.000000 0.730739 0.534110
1.000450e-03 1.000450e-03 1.000000 0.375113 0.382406
1.000450e-03 1.000450e-03 1.000000 0.217159 0.845147
1.000450e-03 1.000450e-03 1.000000 0.071739 0.362519
1.000450e-03 1.000450e-03 1.000000 0.109587 0.913581
1.000450e-03 1.000450e-03 1.000000 0.040509 0.227929
1.000450e-03 1.000450e-03 1.000000 0.351238 0.890983
1.000450e-03 1.000450e-03 1.000000 0.483962 0.209413
1.000450e-03 1.000450e-03 1.000000 0.318153 0.899286
1.000450e-03 1.000450e-03 1.000000 0.006987 0.173886
1.000450e-03 1.000450e-03 1.000000 0.767739 0.175571
1.000450e-03 1.000450e-03 1.000000 0.507340 0.293802
1.000450e-03 1.000450e-03 1.000000 0.873250 0.823484
1.000450e-03 1.000450e-03 1.000000 0.998822 0.374543
1.000450e-03 1.000450e-03 1.000000 0.508095 0.748499
1.000450e-03 1.000450e-03 1.000000 0.399915 0.931655
1.000450e-03 1.000450e-03 1.000000 0.427686 0.042219
1.000450e-03 1.000450e-03 1.000000 0.157553 0.361352
